song_id,artist_name,track_name,release_date,genre,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic
15139,cab calloway,blues in the night,2004,blues,0.503,0.001,0.001,0.001,0.189,0.033,0.001,0.073,0.162,0.019,0.392,0.001,0.089,0.001,0.001,0.001,0.001,0.571,0.509,0.975,0,0.431,0.161,music
15144,bettye swann,angel of the morning,2004,blues,0.302,0.172,0.001,0.102,0.001,0.001,0.001,0.086,0.001,0.001,0.001,0.001,0.173,0.001,0.001,0.337,0.077,0.577,0.53,0.9,0,0.698,0.283,sadness
15149,widespread panic,thin air (smells like mississippi),2004,blues,0.286,0.001,0.001,0.001,0.001,0.029,0.035,0.001,0.001,0.378,0.001,0.258,0.144,0.001,0.001,0.001,0.078,0.373,0.712,0.385,0.103,0.823,0.78,obscene
15152,carl sims,it's just a party,2004,blues,0.995,0,0.052,0.031,0,0,0.04,0,0.114,0.334,0.021,0.26,0.015,0,0.068,0,0,0.893,0.707,0.081,0.001,0.705,0.425,obscene
15159,warren haynes,lucky,2004,blues,0.201,0.002,0.553,0.082,0.06,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.129,0.358,0.696,0.806,0,0.16,0.333,violence
15160,kenny wayne shepherd,burdens (feat. noah hunt),2004,blues,0.327,0.001,0.001,0.153,0.095,0.12,0.001,0.001,0.18,0.001,0.001,0.001,0.001,0.001,0.001,0.437,0.001,0.516,0.803,0.032,0,0.418,0.808,sadness
15171,keb' mo',imagine,2004,blues,0.231,0.002,0.065,0.572,0.002,0.002,0.002,0.002,0.002,0.107,0.002,0.002,0.002,0.226,0.002,0.002,0.002,0.544,0.438,0.805,0.027,0.268,0.148,world/life
15173,bettye swann,today i started loving you again,2004,blues,0.161,0.002,0.002,0.212,0.213,0.002,0.002,0.155,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.392,0.002,0.536,0.618,0.748,0,0.868,0.551,sadness
15175,irma thomas,long after tonight is all over,2004,blues,0.206,0.078,0.001,0.063,0.479,0.001,0.001,0.168,0.05,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.146,0.593,0.742,0.401,0,0.811,0.653,night/time
15177,eric bibb,the cape,2004,blues,0.417,0.001,0.303,0.207,0.001,0.001,0.001,0.175,0.11,0.116,0.001,0.031,0.001,0.001,0.028,0.001,0.001,0.479,0.631,0.884,0,0.559,0.435,violence
15178,warren haynes,beautifully broken,2004,blues,0.307,0.001,0.098,0.001,0.001,0.001,0.001,0.001,0.109,0.001,0.001,0.001,0.217,0.123,0.001,0.434,0.001,0.442,0.653,0.76,0,0.332,0.315,sadness
15208,ray charles,you don't know me,2004,blues,0.261,0.001,0.001,0.001,0.001,0.043,0.001,0.371,0.366,0.001,0.001,0.001,0.001,0.001,0.001,0.204,0.001,0.287,0.685,0.747,0,0.267,0.427,romantic
15210,ray charles,here we go again,2004,blues,0.121,0.002,0.002,0.002,0.265,0.002,0.002,0.002,0.163,0.002,0.12,0.002,0.002,0.002,0.002,0.417,0.002,0.607,0.59,0.641,0.002,0.413,0.299,sadness
15220,eric clapton,when you got a good friend,2004,blues,0.216,0.18,0.002,0.002,0.316,0.002,0.002,0.114,0.296,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.071,0.621,0.71,0.252,0,0.704,0.581,night/time
15221,the derek trucks band,feel so bad,2004,blues,0.407,0.061,0.001,0.001,0.001,0.014,0.001,0.001,0.001,0.279,0.001,0.001,0.001,0.065,0.001,0.326,0.077,0.491,0.675,0.629,0.179,0.66,0.644,sadness
15222,three dog night,'til the world ends,2004,blues,0.312,0.001,0.001,0.53,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.062,0.299,0.026,0.001,0.001,0.067,0.338,0.617,0.804,0,0.35,0.298,world/life
15224,cab calloway,between the devil and the deep blue sea,2004,blues,0.156,0.002,0.506,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.138,0.002,0.002,0.002,0.002,0.282,0.002,0.597,0.604,0.974,0,0.672,0.258,violence
15227,eric clapton,traveling riverside blues,2004,blues,0.327,0.042,0.341,0.001,0.044,0.001,0.123,0.001,0.001,0.001,0.001,0.267,0.001,0.001,0.001,0.001,0.11,0.468,0.747,0.192,0.007,0.773,0.663,violence
15231,t.k. soul,you ring my bell,2004,blues,0.422,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.84,0.002,0.103,0.002,0.002,0.002,0.002,0.032,0.78,0.551,0.124,0,0.929,0.325,obscene
15234,pyeng threadgill,phonograph blues,2004,blues,0.392,0.001,0.449,0.001,0.001,0.001,0.001,0.062,0.001,0.001,0.001,0.001,0.001,0.095,0.001,0.156,0.001,0.667,0.595,0.293,0.001,0.895,0.549,violence
15237,chuck willis,what am i living for,2005,blues,0.126,0.096,0.002,0.316,0.112,0.002,0.041,0.235,0.002,0.002,0.002,0.002,0.002,0.002,0.047,0.002,0.035,0.656,0.691,0.731,0,0.678,0.391,world/life
15238,esther phillips,just say goodbye,2005,blues,0.221,0.001,0.001,0.041,0.001,0.001,0.001,0.541,0.236,0.001,0.001,0.001,0.103,0.001,0.001,0.001,0.001,0.71,0.606,0.755,0,0.825,0.465,romantic
15239,buddy guy,lay lady lay (feat. anthony hamilton & robert randolph),2005,blues,0.266,0.171,0.001,0.001,0.377,0.001,0.053,0.001,0.001,0.001,0.001,0.145,0.18,0.001,0.001,0.06,0.001,0.623,0.733,0.098,0.1,0.773,0.685,night/time
15244,susan tedeschi,sweet forgiveness,2005,blues,0.176,0.002,0.002,0.002,0.002,0.002,0.002,0.565,0.323,0.002,0.002,0.002,0.002,0.002,0.002,0.083,0.002,0.385,0.707,0.318,0,0.338,0.537,romantic
15245,susan tedeschi,soul of a man,2005,blues,0.216,0.001,0.001,0.097,0.001,0.001,0.001,0.001,0.168,0.001,0.029,0.001,0.001,0.001,0.001,0.45,0.001,0.532,0.763,0.638,0.006,0.371,0.608,sadness
15250,esther phillips,i wish you love,2005,blues,0.402,0.001,0.001,0.001,0.001,0.001,0.001,0.168,0.2,0.001,0.135,0.001,0.001,0.037,0.001,0.417,0.001,0.277,0.566,0.694,0,0.312,0.212,sadness
15257,buddy guy,ninety nine and one half,2005,blues,0.166,0.002,0.002,0.002,0.308,0.078,0.109,0.002,0.002,0.316,0.002,0.002,0.002,0.002,0.002,0.051,0.002,0.569,0.768,0.432,0.014,0.723,0.818,obscene
15259,freddie king,have you ever loved a woman,2005,blues,0.216,0.002,0.002,0.002,0.002,0.002,0.002,0.321,0.346,0.002,0.073,0.002,0.002,0.032,0.002,0.205,0.002,0.674,0.573,0.621,0,0.525,0.371,romantic
15264,fats domino,hello josephine,2005,blues,0.186,0.095,0.002,0.208,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.071,0.09,0.433,0.002,0.417,0.591,0.087,0.018,0.964,0.635,sadness
15267,black rebel motorcycle club,the line,2005,blues,0.347,0.001,0.41,0.04,0.001,0.001,0.001,0.076,0.371,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.61,0.712,0.477,0,0.078,0.607,violence
15268,black rebel motorcycle club,weight of the world,2005,blues,0.256,0.001,0.102,0.47,0.001,0.001,0.001,0.083,0.166,0.001,0.001,0.001,0.001,0.001,0.001,0.137,0.001,0.405,0.704,0.04,0.001,0.594,0.645,world/life
15270,susan tedeschi,loving you is sweeter than ever,2005,blues,0.518,0.035,0.001,0.461,0.001,0.001,0.001,0.314,0.102,0.001,0.001,0.001,0.001,0.001,0.022,0.056,0.001,0.561,0.742,0.223,0,0.621,0.808,world/life
15278,black rebel motorcycle club,devil's waitin',2005,blues,0.548,0.001,0.083,0.359,0.001,0.034,0.075,0.001,0.159,0.001,0.001,0.225,0.001,0.001,0.001,0.001,0.001,0.27,0.687,0.91,0,0.347,0.382,world/life
15279,the coasters,smokey joe's cafe,2005,blues,0.377,0.002,0.002,0.002,0.002,0.002,0.002,0.052,0.002,0.334,0.002,0.437,0.002,0.002,0.002,0.154,0.002,0.621,0.666,0.513,0,0.757,0.541,obscene
15285,bobby freeman,do you wanna dance,2005,blues,0.739,0,0.366,0.139,0,0.01,0,0,0.086,0,0.382,0,0,0,0,0,0.011,0.477,0.58,0.797,0,0.974,0.567,music
15290,bob weir,jump for joy,2005,blues,0.693,0.001,0.197,0.001,0.001,0.001,0.001,0.026,0.001,0.375,0.001,0.386,0.001,0.001,0.001,0.001,0.001,0.65,0.738,0.376,0,0.56,0.559,obscene
15301,frankie lymon,goody goody,2005,blues,0.322,0.054,0.002,0.002,0.043,0.002,0.079,0.146,0.103,0.002,0.14,0.002,0.002,0.002,0.002,0.415,0.002,0.469,0.668,0.587,0,0.966,0.531,sadness
15302,eric clapton,love comes to everyone,2005,blues,0.121,0.216,0.002,0.231,0.091,0.002,0.002,0.002,0.002,0.002,0.047,0.002,0.002,0.002,0.002,0.308,0.002,0.683,0.766,0.021,0.003,0.636,0.67,sadness
15305,black rebel motorcycle club,restless sinner,2005,blues,0.548,0.001,0.218,0.04,0.019,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.122,0.001,0.492,0.001,0.346,0.597,0.753,0,0.283,0.281,sadness
15309,the orioles,crying in the chapel,2005,blues,0.231,0.002,0.002,0.354,0.002,0.002,0.181,0.002,0.002,0.002,0.035,0.002,0.002,0.256,0.002,0.12,0.034,0.254,0.689,0.872,0,0.406,0.269,world/life
15315,tab benoit,nice and warm,2006,blues,0.246,0.001,0.073,0.001,0.033,0.001,0.081,0.001,0.001,0.001,0.45,0.001,0.001,0.001,0.116,0.125,0.107,0.448,0.563,0.36,0.124,0.093,0.312,music
15322,john hammond,don't start me talking,2006,blues,0.322,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.195,0.377,0.001,0.172,0.06,0.001,0.001,0.001,0.083,0.677,0.66,0.323,0.002,0.703,0.477,obscene
15324,the wood brothers,angel band,2006,blues,0.327,0.098,0.081,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.384,0.001,0.273,0.001,0.001,0.129,0.001,0.314,0.618,0.828,0.001,0.45,0.145,music
15326,country joe & the fish,donovan's reef,2006,blues,0.533,0.019,0.086,0.302,0.001,0.001,0.001,0.028,0.001,0.001,0.044,0.001,0.099,0.015,0.001,0.378,0.001,0.236,0.582,0.124,0.774,0.364,0.546,sadness
15332,bobby rush,i ain't studdin you,2006,blues,0.824,0,0.055,0,0.118,0,0,0,0.097,0.411,0.034,0.092,0.082,0,0,0.031,0,0.771,0.83,0.451,0.013,0.856,0.848,obscene
15338,mississippi john hurt,you are my sunshine,2006,blues,0.101,0.003,0.003,0.003,0.003,0.003,0.003,0.357,0.18,0.003,0.003,0.003,0.231,0.003,0.003,0.185,0.003,0.489,0.481,0.709,0,0.772,0.375,romantic
15340,john fogerty,hey tonight,2006,blues,0.196,0.002,0.002,0.002,0.678,0.002,0.002,0.002,0.002,0.002,0.032,0.002,0.002,0.002,0.002,0.002,0.002,0.414,0.783,0.001,0.034,0.678,0.925,night/time
15346,john fogerty,run through the jungle,2006,blues,0.266,0.001,0.053,0.001,0.001,0.107,0.032,0.001,0.254,0.399,0.001,0.001,0.092,0.047,0.001,0.001,0.001,0.379,0.797,0.226,0.003,0.374,0.899,obscene
15369,the black keys,goodbye babylon,2006,blues,0.196,0.002,0.002,0.123,0.002,0.002,0.002,0.464,0.002,0.002,0.109,0.002,0.002,0.039,0.098,0.05,0.092,0.301,0.666,0.824,0.52,0.817,0.715,romantic
15375,chicken shack,i'd rather go blind,2006,blues,0.206,0.181,0.001,0.001,0.001,0.001,0.001,0.094,0.124,0.001,0.001,0.001,0.001,0.059,0.059,0.364,0.001,0.514,0.623,0.157,0.221,0.449,0.479,sadness
15376,jonny lang,last goodbye,2006,blues,0.261,0.001,0.001,0.182,0.13,0.045,0.001,0.094,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.533,0.001,0.275,0.605,0.831,0,0.228,0.192,sadness
15377,the chantels,he's gone,2006,blues,0.181,0.001,0.001,0.001,0.001,0.001,0.001,0.114,0.287,0.001,0.001,0.001,0.001,0.001,0.001,0.078,0.499,0.425,0.694,0.492,0.002,0.353,0.328,feelings
15381,the derek trucks band,chevrolet,2006,blues,0.231,0.065,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.563,0.166,0.001,0.001,0.107,0.001,0.001,0.001,0.624,0.676,0.682,0,0.819,0.637,obscene
15384,mel waiters,friday night fish fry,2006,blues,0.704,0.001,0.171,0.001,0.001,0.114,0.032,0.001,0.001,0.555,0.001,0.001,0.048,0.001,0.001,0.001,0.011,0.722,0.754,0.098,0,0.798,0.716,obscene
15386,mel waiters,half pint,2006,blues,0.754,0.137,0.038,0.156,0.053,0.109,0.001,0.001,0.001,0.33,0.001,0.001,0.001,0.001,0.171,0.001,0.001,0.846,0.714,0.119,0,0.675,0.601,obscene
15387,etta james,imagine,2006,blues,0.231,0.002,0.042,0.72,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.209,0.002,0.002,0.002,0.617,0.683,0.399,0,0.263,0.42,world/life
15388,jonny lang,only a man,2006,blues,0.357,0.001,0.345,0.254,0.05,0.001,0.073,0.02,0.001,0.001,0.047,0.001,0.001,0.101,0.001,0.085,0.001,0.417,0.59,0.9,0,0.282,0.121,violence
15394,merl saunders,lonely avenue,2006,blues,0.819,0.001,0.469,0.019,0.064,0.001,0.001,0.095,0.001,0.001,0.001,0.125,0.209,0.011,0.001,0.001,0.001,0.469,0.702,0.508,0.569,0.517,0.536,violence
15400,etta james,holding back the years,2006,blues,0.442,0.038,0.001,0.088,0.067,0.099,0.001,0.498,0.001,0.001,0.018,0.001,0.001,0.001,0.001,0.101,0.047,0.605,0.699,0.348,0,0.741,0.507,romantic
15401,patti drew,fever,2007,blues,0.372,0.024,0.001,0.001,0.112,0.001,0.001,0.427,0.186,0.001,0.001,0.001,0.195,0.023,0.001,0.001,0.001,0.516,0.678,0.422,0,0.783,0.514,romantic
15405,jj grey & mofro,tragic,2007,blues,0.271,0.002,0.326,0.152,0.082,0.002,0.092,0.002,0.163,0.002,0.002,0.002,0.002,0.164,0.002,0.002,0.002,0.613,0.761,0.127,0.242,0.494,0.555,violence
15413,jj grey & mofro,war,2007,blues,0.211,0.002,0.419,0.002,0.069,0.002,0.056,0.002,0.002,0.002,0.002,0.036,0.002,0.002,0.096,0.098,0.002,0.82,0.814,0.057,0.032,0.937,0.809,violence
15417,joe cocker,what becomes of the broken-hearted,2007,blues,0.347,0.001,0.001,0.24,0.001,0.001,0.027,0.001,0.136,0.001,0.001,0.001,0.127,0.001,0.001,0.456,0.001,0.578,0.782,0.132,0,0.663,0.83,sadness
15427,the white stripes,300 m.p.h torrential outpour blues,2007,blues,0.598,0.001,0.308,0.001,0.001,0.001,0.031,0.104,0.198,0.001,0.138,0.152,0.001,0.023,0.001,0.001,0.016,0.516,0.637,0.583,0.028,0.208,0.434,violence
15431,jj grey & mofro,mississippi,2007,blues,0.256,0.002,0.002,0.002,0.002,0.088,0.037,0.002,0.109,0.002,0.111,0.099,0.002,0.032,0.052,0.002,0.377,0.653,0.743,0.156,0.2,0.825,0.606,feelings
15432,jj grey & mofro,circles,2007,blues,0.317,0.001,0.07,0.15,0.051,0.001,0.017,0.001,0.001,0.001,0.001,0.001,0.119,0.001,0.001,0.473,0.001,0.374,0.699,0.725,0.361,0.276,0.353,sadness
15440,the black keys,the wicked messenger,2007,blues,0.211,0.002,0.388,0.002,0.04,0.002,0.002,0.002,0.13,0.002,0.12,0.002,0.002,0.096,0.002,0.168,0.037,0.384,0.725,0.666,0.146,0.3,0.849,violence
15447,sir charles jones,thank you for holding on,2007,blues,0.417,0.001,0.43,0.34,0.074,0.001,0.001,0.045,0.038,0.001,0.062,0.001,0.001,0.001,0.001,0.001,0.001,0.767,0.765,0.257,0,0.523,0.507,violence
15448,t.k. soul,good love,2007,blues,0.94,0,0.126,0.203,0,0,0.011,0,0.041,0.529,0.017,0.068,0,0,0,0,0,0.818,0.77,0.108,0,0.94,0.468,obscene
15449,levon helm,feelin' good,2007,blues,0.402,0.001,0.001,0.163,0.001,0.001,0.039,0.001,0.001,0.176,0.001,0.101,0.001,0.001,0.001,0.001,0.5,0.865,0.722,0.453,0,0.786,0.528,feelings
15450,big maybelle,96 tears,2007,blues,0.211,0.059,0.001,0.001,0.045,0.241,0.062,0.001,0.001,0.001,0.001,0.001,0.096,0.001,0.001,0.421,0.001,0.687,0.776,0.024,0.031,0.892,0.852,sadness
15452,robert plant,your long journey,2007,blues,0.221,0.001,0.001,0.167,0.085,0.001,0.001,0.316,0.001,0.001,0.001,0.001,0.001,0.135,0.001,0.279,0.001,0.266,0.632,0.826,0,0.25,0.283,romantic
15459,the outlaws,sweet home alabama,2007,blues,0.412,0.069,0.001,0.001,0.001,0.001,0.093,0.104,0.097,0.001,0.52,0.052,0.001,0.032,0.001,0.001,0.023,0.571,0.774,0.003,0.001,0.72,0.87,music
15469,lead belly,black betty,2008,blues,0.442,0.178,0.425,0.001,0.001,0.036,0.001,0.001,0.081,0.077,0.001,0.001,0.001,0.001,0.001,0.001,0.134,0.699,0.51,0.997,0.001,0.143,0.13,violence
15470,molly hatchet,sharp dressed man,2008,blues,0.291,0.063,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.622,0.001,0.001,0.001,0.001,0.162,0.001,0.001,0.488,0.783,0,0.118,0.553,0.897,obscene
15471,the jeff healey band,like a hurricane,2008,blues,0.372,0.001,0.001,0.001,0.029,0.001,0.001,0.071,0.001,0.161,0.001,0.001,0.189,0.001,0.097,0.328,0.061,0.382,0.635,0.318,0.049,0.64,0.674,sadness
15483,lynyrd skynyrd,dixie/sweet home alabama,2008,blues,0.467,0.001,0.001,0.001,0.001,0.046,0.085,0.077,0.068,0.001,0.602,0.034,0.027,0.031,0.001,0.001,0.022,0.468,0.643,0.407,0.134,0.524,0.768,music
15493,black mountain,tyrants,2008,blues,0.191,0.175,0.476,0.117,0.097,0.003,0.003,0.003,0.094,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.234,0.633,0.044,0.594,0.339,0.546,violence
15494,molly hatchet,bad to the bone,2008,blues,0.286,0.143,0.385,0.001,0.001,0.001,0.001,0.106,0.054,0.001,0.001,0.061,0.001,0.041,0.001,0.129,0.021,0.516,0.808,0.002,0.001,0.313,0.933,violence
15515,the parlor mob,everything you're breathing for,2008,blues,0.271,0.025,0.227,0.001,0.001,0.001,0.118,0.001,0.093,0.001,0.001,0.001,0.001,0.001,0.001,0.498,0.001,0.536,0.776,0.001,0.002,0.434,0.816,sadness
15518,mc5,kick out the jams (original uncensored version),2008,blues,0.412,0.09,0.072,0.001,0.044,0.036,0.001,0.001,0.001,0.46,0.001,0.001,0.001,0.011,0.065,0.001,0.086,0.307,0.608,0.061,0.047,0.62,0.812,obscene
15519,the black keys,oceans & streams,2008,blues,0.241,0.001,0.214,0.44,0.032,0.001,0.001,0.034,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.146,0.431,0.772,0.082,0,0.525,0.879,world/life
15523,the raconteurs,the switch and the spur,2008,blues,0.427,0.001,0.413,0.001,0.001,0.001,0.001,0.001,0.088,0.001,0.033,0.001,0.123,0.207,0.001,0.001,0.001,0.41,0.81,0.027,0.067,0.454,0.814,violence
15531,b.b. king,see that my grave is kept clean,2008,blues,0.432,0.001,0.417,0.001,0.001,0.001,0.001,0.001,0.086,0.001,0.065,0.2,0.041,0.037,0.001,0.066,0.028,0.755,0.68,0.248,0.202,0.762,0.638,violence
15533,tab benoit,too sweet for me,2008,blues,0.266,0.183,0.001,0.001,0.001,0.001,0.001,0.001,0.214,0.023,0.498,0.001,0.001,0.001,0.001,0.068,0.001,0.49,0.819,0.562,0,0.719,0.85,music
15540,sir charles jones,i wanna make love,2008,blues,0.95,0,0.207,0,0,0,0.032,0.008,0.093,0.455,0,0,0,0,0,0,0.018,0.754,0.519,0.324,0,0.742,0.363,obscene
15550,nazareth,love hurts (original studio demo),2008,blues,0.261,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.345,0.001,0.049,0.001,0.001,0.023,0.001,0.567,0.001,0.442,0.62,0,0.004,0.113,0.362,sadness
15552,the black angels,deer-ree-shee,2008,blues,0.296,0.001,0.3,0.001,0.06,0.001,0.001,0.028,0.001,0.001,0.001,0.14,0.141,0.028,0.178,0.001,0.001,0.265,0.712,0,0.762,0.138,0.72,violence
15558,joe bonamassa,stop!,2009,blues,0.387,0.001,0.001,0.001,0.001,0.096,0.001,0.001,0.271,0.1,0.001,0.001,0.001,0.001,0.001,0.365,0.001,0.145,0.69,0.042,0.009,0.408,0.646,sadness
15565,eric clapton,well all right,2009,blues,0.276,0.001,0.001,0.128,0.573,0.001,0.001,0.001,0.205,0.001,0.001,0.001,0.001,0.077,0.001,0.001,0.001,0.404,0.776,0.153,0.634,0.642,0.81,night/time
15567,eric clapton,had to cry today,2009,blues,0.151,0.002,0.002,0.366,0.002,0.002,0.002,0.002,0.002,0.002,0.223,0.002,0.002,0.037,0.002,0.114,0.204,0.328,0.77,0.218,0.432,0.702,0.834,world/life
15568,tucka,young man,2009,blues,0.573,0.001,0.074,0.001,0.001,0.061,0.022,0.04,0.141,0.358,0.001,0.001,0.001,0.001,0.233,0.001,0.001,0.817,0.775,0.08,0,0.623,0.681,obscene
15569,the wood brothers,sing it again,2009,blues,0.367,0.001,0.001,0.106,0.001,0.001,0.049,0.547,0.001,0.001,0.001,0.001,0.001,0.056,0.152,0.001,0.001,0.492,0.619,0.815,0.002,0.089,0.18,romantic
15570,eric clapton,georgia on my mind,2009,blues,0.221,0.001,0.001,0.001,0.124,0.027,0.001,0.301,0.001,0.001,0.194,0.08,0.203,0.054,0.001,0.001,0.001,0.311,0.588,0.889,0.261,0.143,0.286,romantic
15576,joe bonamassa,feelin good,2009,blues,0.322,0.001,0.001,0.107,0.001,0.001,0.001,0.001,0.264,0.001,0.001,0.001,0.15,0.074,0.001,0.001,0.338,0.156,0.738,0.295,0.002,0.285,0.582,feelings
15587,black joe lewis & the honeybears,master sold my baby,2009,blues,0.216,0.002,0.002,0.19,0.002,0.002,0.039,0.002,0.002,0.002,0.382,0.002,0.172,0.146,0.002,0.047,0.002,0.57,0.791,0.13,0.045,0.305,0.644,music
15593,eric clapton,split decision,2009,blues,0.518,0.001,0.001,0.029,0.659,0.001,0.001,0.001,0.196,0.036,0.001,0.053,0.001,0.001,0.001,0.001,0.02,0.638,0.741,0.457,0.671,0.493,0.659,night/time
15609,joe bonamassa,further on up the road,2009,blues,0.256,0.111,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.232,0.001,0.001,0.127,0.311,0.001,0.293,0.673,0.006,0.191,0.4,0.84,sadness
15613,cage the elephant,drones in the valley,2009,blues,0.347,0.001,0.587,0.113,0.069,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.05,0.115,0.034,0.001,0.001,0.48,0.795,0,0,0.852,0.888,violence
15615,the derek trucks band,sweet inspiration,2009,blues,0.201,0.039,0.002,0.002,0.156,0.187,0.002,0.432,0.002,0.065,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.614,0.753,0.093,0,0.428,0.749,romantic
15616,ann peebles,i can't stand the rain,2009,blues,0.231,0.001,0.193,0.001,0.001,0.001,0.001,0.001,0.001,0.059,0.543,0.001,0.001,0.001,0.001,0.001,0.001,0.721,0.598,0.249,0.01,0.971,0.387,music
15618,tucka,work it out,2009,blues,0.382,0.001,0.059,0.001,0.001,0.022,0.023,0.001,0.154,0.522,0.001,0.146,0.001,0.001,0.001,0.062,0.001,0.848,0.776,0.276,0,0.866,0.731,obscene
15620,cage the elephant,soil to the sun,2009,blues,0.613,0.001,0.416,0.001,0.001,0.001,0.001,0.001,0.093,0.001,0.013,0.001,0.395,0.022,0.001,0.025,0.001,0.505,0.818,0,0,0.577,0.936,violence
15622,cage the elephant,judas,2009,blues,0.337,0.001,0.439,0.001,0.029,0.022,0.001,0.001,0.001,0.095,0.001,0.132,0.001,0.038,0.001,0.125,0.001,0.282,0.784,0,0,0.456,0.971,violence
15623,them crooked vultures,gunman,2009,blues,0.518,0.001,0.44,0.001,0.001,0.001,0.073,0.001,0.121,0.001,0.001,0.001,0.001,0.067,0.001,0.048,0.001,0.32,0.815,0,0,0.379,0.878,violence
15624,cage the elephant,tiny little robots,2009,blues,0.663,0.001,0.326,0.103,0.068,0.001,0.001,0.001,0.257,0.001,0.016,0.123,0.001,0.07,0.001,0.001,0.001,0.192,0.801,0.002,0,0.406,0.948,violence
15627,the almighty defenders,all my loving,2009,blues,0.367,0.002,0.477,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.064,0.002,0.218,0.068,0.113,0.002,0.002,0.435,0.825,0.331,0.027,0.748,0.951,violence
15634,pat travers,black betty,2009,blues,0.372,0.001,0.369,0.001,0.001,0.275,0.001,0.001,0.093,0.108,0.026,0.038,0.001,0.031,0.001,0.001,0.048,0.67,0.696,0.001,0.003,0.745,0.743,violence
15635,the wood brothers,fixing a hole,2009,blues,0.307,0.001,0.186,0.001,0.309,0.001,0.001,0.001,0.118,0.001,0.001,0.001,0.001,0.06,0.001,0.189,0.001,0.648,0.629,0.835,0.011,0.235,0.149,night/time
15636,the spits,tonight,2009,blues,0.332,0.001,0.001,0.001,0.451,0.125,0.001,0.001,0.19,0.001,0.001,0.001,0.001,0.001,0.108,0.001,0.001,0.438,0.886,0.068,0.923,0.278,0.965,night/time
15637,the wood brothers,get out my life woman,2009,blues,0.116,0.003,0.003,0.32,0.003,0.003,0.003,0.633,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.544,0.685,0.787,0.221,0.37,0.359,romantic
15639,link wray,fatback,2009,blues,0.271,0.001,0.316,0.417,0.13,0.034,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.028,0.001,0.057,0.001,0.321,0.729,0.509,0.197,0.434,0.98,world/life
15642,eric clapton,dear mr. fantasy,2009,blues,0.261,0.001,0.001,0.001,0.001,0.027,0.001,0.001,0.134,0.001,0.647,0.001,0.001,0.001,0.001,0.172,0.001,0.293,0.76,0.186,0.042,0.471,0.795,music
15652,oli brown,no diggity,2010,blues,0.709,0.067,0.001,0.001,0.001,0.001,0.024,0.02,0.19,0.382,0.001,0.201,0.001,0.001,0.11,0.001,0.001,0.558,0.774,0.188,0,0.776,0.614,obscene
15655,santana,back in black,2010,blues,0.276,0.001,0.325,0.001,0.025,0.12,0.001,0.001,0.001,0.27,0.001,0.181,0.001,0.001,0.001,0.001,0.001,0.473,0.854,0.001,0.348,0.571,0.983,violence
15656,black rebel motorcycle club,war machine,2010,blues,0.317,0.001,0.363,0.001,0.021,0.137,0.043,0.025,0.053,0.001,0.001,0.001,0.155,0.001,0.001,0.127,0.051,0.347,0.866,0.013,0.492,0.337,0.959,violence
15663,santana,i ain't superstitious,2010,blues,0.302,0.046,0.526,0.002,0.052,0.036,0.002,0.035,0.002,0.14,0.002,0.002,0.002,0.002,0.002,0.002,0.145,0.323,0.815,0.035,0.003,0.54,0.958,violence
15671,grace potter & the nocturnals,white rabbit,2010,blues,0.241,0.002,0.463,0.002,0.002,0.002,0.002,0.002,0.402,0.002,0.002,0.002,0.002,0.055,0.002,0.002,0.002,0.389,0.753,0.195,0,0.316,0.534,violence
15674,the derek trucks band,rastaman chant,2010,blues,0.347,0.001,0.001,0.001,0.001,0.001,0.101,0.001,0.001,0.001,0.35,0.001,0.089,0.001,0.001,0.226,0.219,0.632,0.654,0.241,0.824,0.453,0.523,music
